Geography,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,City,State,Region,Division
"Hill County, Montana",84.0,31.0,485.1,43509,16572.0,17.6,209.76802446875,3,34.3,32.6,36.2,2.63,49.0,11.5,33.4,40.977034120734906,5.6,28.3,16.3,58.9,4.0,61.6,46.5,41.7,34.2,19.0,72.84391454,0.018156509,0.508382255,0.484173576,48.07944846,5.809710918,178.0,680,26,3,3
"Lake County, Montana",161.0,60.0,431.5,38221,29457.0,22.7,0.0,1,41.6,39.8,43.0,2.38,54.1,24.0,39.2,33.1,3.7,31.4,15.6,51.8,9.9,48.5,32.5,25.3,41.9,24.4,68.5770141,0.246938985,0.380697603,0.305244024,49.55752212,7.388908026,156.8,832,26,3,3
"Delaware County, Pennsylvania",1192.5,329.875,525.2,62867,153227.875,11.0,150.73755,8,38.9,36.9,40.6,2.65,45.9,11.0,30.7,40.977034120734906,12.1,31.8,21.1,59.8,8.2,76.0,48.45377358490566,54.6,29.0,14.6,70.94553333,20.76687384,2.680286200625,1.000564375,47.82182055,5.543922993,187.4,417,38,1,2
"Otero County, New Mexico",286.0,122.0,393.0,41736,64362.0,20.2,15.53711818,2,35.6,33.1,37.9,2.63,49.1,16.0,34.1,40.977034120734906,3.7,29.5,9.0,43.2,12.7,53.2,48.45377358490566,19.5,47.2,27.5,75.95609174,3.708013105,1.345723996,5.051674124625,48.6479635,8.221797323,161.1,1110,31,3,3
"Doniphan County, Kansas",1192.5,16.0,453.5494221,47599,7797.0,15.0,0.0,4,38.8,37.3,40.5,2.32,55.3,7.3,31.7,40.977034120734906,4.1,38.7,11.3,59.5,5.8,69.8,54.9,45.7,29.5,14.5,91.72922764,3.6900369,0.241761038,0.089069856,55.93438405,4.685714286,160.3,437,16,0,7
"Columbia County, Georgia",494.0,181.0,409.8,68067,144052.0,9.5,0.0,8,36.6,35.4,37.6,2.98,57.0,13.9,36.1,40.8,9.2,23.8,21.6,58.1,7.1,78.8,62.7,49.9,22.3,9.6,75.47942792,16.60964436,2.680286200625,1.060908637,62.82316215,5.223686116,156.9,336,10,2,6
"Blair County, Pennsylvania",819.0,328.0,478.4,43343,125593.0,15.0,39.81113597,3,42.8,41.0,44.5,2.41,50.0,8.4,40.5,40.977034120734906,10.0,48.2,13.1,55.5,6.4,70.6,51.9,46.4,38.3,18.7,95.93192459,1.594331267,0.71175503,0.213526509,48.79100208,4.508674734,179.4,139,38,1,2
"Chatham County, North Carolina",384.0,149.0,427.6,56797,70928.0,13.9,0.0,7,46.3,44.3,48.1,2.47,57.0,16.9,34.4,37.9,10.8,23.3,19.1,53.9,9.0,66.5,48.3,40.4,36.4,16.7,78.99037535,12.27773576,1.389568596,4.478652252,55.72558779,5.81829259,146.8,270,33,2,6
"Washington County, Georgia",112.0,46.0,463.6,36137,20816.0,30.2,0.0,0,40.0,37.8,42.1,2.64,41.3,21.9,43.1,32.6,2.4,41.5,9.4,44.5,12.2,56.9,43.4,36.5,38.4,22.6,45.59057012,24.78542709025,0.519605485,0.27904739,43.6791148,5.967408768,186.4,1577,10,2,6
"San Miguel County, New Mexico",125.0,57.0,355.6,32964,27967.0,25.5,0.0,9,42.5,42.1,42.9,2.51,33.0,16.8,24.6,40.977034120734906,6.4,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,0.92786382,5.051674124625,31.9243604,5.744748568,158.2,1311,31,3,3
"Clinton County, Pennsylvania",232.0,98.0,486.0,44224,39441.0,17.4,0.0,3,38.1,37.5,38.6,2.52,48.4,10.6,29.2,40.977034120734906,8.8,45.6,11.3,55.0,6.1,69.3,51.8,47.2,36.7,17.4,96.21345989,1.499469884,0.527591256,0.138839804,51.3855096,4.785376874,196.6,317,38,1,2
"Miami County, Kansas",1192.5,56.0,453.5494221,63924,32553.0,9.5,0.0,8,40.4,39.5,41.4,2.55,59.3,14.5,36.6,40.977034120734906,5.3,32.5,16.5,63.4,5.6,81.1,61.6,56.0,24.5,9.5,95.58247675,1.336882036,0.379344102,0.217205091,56.81528662,6.683134349,150.2,973,16,0,7
"Somerset County, Maine",313.0,139.0,458.3,39001,51113.0,17.3,0.0,1,44.9,44.2,45.4,2.34,51.2,16.4,35.0,40.977034120734906,7.1,41.3,10.7,52.6,9.5,56.1,39.7,34.8,46.9,25.4,96.96182407,0.325726584,0.30052155,0.046532369,48.88990826,4.712136228,200.2,1380,19,1,4
"Le Sueur County, Minnesota",1192.5,56.0,453.5494221,61665,27663.0,8.9,36.14936919,8,41.3,41.2,41.3,2.52,58.4,12.8,38.9,40.977034120734906,8.7,35.5,15.4,66.9,5.3,78.7,63.2,56.1,29.6,14.3,95.36579204,0.591908182,0.483632295,1.945356769,57.7359535,7.140456989,166.9,854,23,0,7
"Wayne County, Georgia",157.0,65.0,482.8,41093,29534.0,25.5,0.0,2,37.3,36.7,38.4,2.77,47.6,26.2,32.6,40.977034120734906,0.4,42.1,7.8,44.9,11.3,53.3,40.7,35.0,35.8,20.9,74.35931572,20.89795647,0.103175131,2.09012847,51.61931254,5.499843309,205.6,1586,10,2,6
"Johnson County, Nebraska",30.0,14.0,425.6,48511,5173.0,13.9,0.0,5,42.3,40.0,47.5,2.13,48.5,30.4,31.1,40.977034120734906,2.8,40.7,10.8,47.6,3.6,73.5,56.7,46.1,30.9,14.6,87.38145926,7.122121153,0.832204374,2.690149023,51.00742312,4.337050805,185.6,759,27,0,7
"Huntingdon County, Pennsylvania",248.0,105.0,423.7,44531,45668.0,15.1,0.0,3,42.5,40.7,44.1,2.36,51.4,9.9,50.5,34.3,5.2,51.7,9.1,48.6,8.1,70.5,51.5,45.9,38.2,17.9,92.1491744,5.284712238,0.457456542,0.411710887,55.09433962,6.823375775,172.7,709,38,1,2
"Otero County, Colorado",100.0,41.0,400.0,33043,18343.0,26.0,0.0,9,39.7,39.2,40.4,2.42,50.6,20.3,28.2,40.977034120734906,6.1,28.9,10.7,49.7,10.7,46.5,34.1,29.7,50.6,32.3,90.6525953,0.333835882,0.942278699,3.553736808,49.69144084,4.346733668,150.9,1110,5,3,3
"Juneau City and Borough, Alaska",119.0,41.0,390.1,72741,32756.0,7.9,0.0,8,37.0,36.6,37.4,2.62,48.7,15.7,42.9,40.977034120734906,7.9,21.1,24.5,68.4,5.2,75.3,58.8,54.4,21.6,8.7,68.99572715,1.269558268,2.680286200625,1.186560512,49.38088162,5.601633278,166.3,765,1,3,5
"Houston County, Texas",124.0,61.0,372.1,33698,22785.0,25.9,0.0,9,44.5,43.2,47.1,2.45,43.9,27.1,38.1,40.977034120734906,3.5,37.3,10.9,40.5,6.4,53.6,38.6,34.3,42.6,24.9,67.36241231,24.78542709025,0.148154604,4.823739597,46.04772558,3.995098039,176.8,697,43,2,8
"Atchison County, Missouri",34.0,21.0,372.9,45997,5306.0,12.2,0.0,4,47.1,45.3,48.3,2.13,56.1,14.3,43.6,40.977034120734906,6.5,42.1,15.8,54.15264248704664,4.3,69.8,48.45377358490566,39.8,34.3,13.7,97.88602941,0.294117647,0.863970588,0.018382353,49.06037585,7.641509434,222.4,62,25,0,7
"Cibola County, New Mexico",109.0,42.0,375.5,35081,27329.0,28.8,0.0,0,36.2,35.2,37.8,2.98,38.1,27.3,34.1,40.977034120734906,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.550000000000004,43.37886203,1.015265503,0.624497845,5.051674124625,39.63436072,6.744769874,146.5,296,31,3,3
"Cascade County, Montana",446.0,169.0,453.7,42903,82278.0,14.3,209.76802446875,3,38.0,36.4,39.7,2.35,52.0,13.8,36.8,40.977034120734906,5.8,31.8,17.4,56.6,5.1,66.9,47.4,36.2,34.9,17.0,88.65148008,1.242538677,0.922158606,0.744305031,47.60833531,5.796213808,165.2,242,26,3,3
"Anderson County, Tennessee",498.0,206.0,499.5,46689,75749.0,15.6,0.0,4,43.2,41.3,44.6,2.43,48.8,13.6,40.9,40.977034120734906,6.0,33.8,13.3,54.15264248704664,7.7,64.3,48.7,43.7,39.1,21.8,91.94750099,3.765080207,1.325732467,0.389765345,47.01097609,3.957446809,195.6,33,42,2,1
"Webster County, Mississippi",69.0,28.0,549.9,34073,9899.0,22.1,0.0,9,41.1,38.4,42.7,2.45,52.8,9.1,25.8,40.977034120734906,2.1,34.5,12.1,45.4,11.2,55.6,43.5,37.4,39.9,23.5,78.80788079,19.6419642,0.180018002,0.190019002,49.6785361,6.736458807,214.5,1591,24,2,1
"Limestone County, Alabama",411.0,143.0,456.5,51175,91663.0,13.6,0.0,6,39.0,37.5,40.4,2.64,54.6,24.2,25.9,40.977034120734906,5.7,32.1,15.2,53.4,7.8,69.5,55.5,49.3,29.9,15.8,81.05399471,12.86639266,1.24542537,2.042677777,57.69099432,5.183501765,159.7,875,0,2,1
"Monona County, Iowa",71.0,27.0,483.2,43178,8979.0,14.3,0.0,3,47.0,45.2,49.8,2.19,55.3,17.7,33.7,40.977034120734906,1.9,43.3,10.1,56.0,5.5,70.3,48.45377358490566,38.1,41.7,19.3,97.11707746,0.539172535,0.121038732,0.066021127,49.44348256,4.371921182,165.0,998,15,0,7
"Irion County, Texas",9.0,3.0,435.8,63054,1554.0,8.6,0.0,8,44.9,43.4,47.1,2.5,67.0,21.8,36.6,40.977034120734906,0.0,34.9,10.5,62.2,4.4,71.3,57.7,51.7,23.2,7.4,90.08515815,0.0,0.0,5.051674124625,63.2218845,5.459770115,142.5,728,43,2,8
"Doddridge County, West Virginia",25.0,19.0,234.0,41838,8176.0,17.4,0.0,2,43.7,41.8,45.5,2.85,45.8,26.2,57.800000000000004,10.1,1.9,44.3,8.8,41.0,6.5,55.2,37.7,35.5,45.2,25.4,96.67113767,1.085233508,0.085355444,0.0,53.92670157,6.016466118,185.6,434,48,2,6
"Bowman County, North Dakota",22.0,12.0,472.9,60946,3294.0,7.4,0.0,7,43.6,43.4,44.0,2.28,63.2,11.4,44.3,40.977034120734906,6.7,30.0,16.7,67.1,1.8,86.2,65.0,48.6,24.5,5.7,95.56038497,0.124185036,0.0,2.390561937,55.84604212,9.37468615325,209.3,157,34,0,7
"Rutherford County, North Carolina",401.0,163.0,443.9,35629,66390.0,21.5,209.76802446875,0,43.3,41.9,45.0,2.48,50.4,26.7,32.1,40.977034120734906,5.9,31.8,10.4,46.0,12.2,53.4,38.1,31.5,45.6,26.6,85.35108054,10.18320497,0.595229193,2.096762133,50.04540982,5.963398511,174.8,1288,33,2,6
"Jefferson Davis Parish, Louisiana",179.0,78.0,499.6,37968,31439.0,21.7,0.0,1,38.4,35.7,40.0,2.65,46.6,28.0,36.5,31.5,4.0,41.1,9.7,52.3,9.2,57.5,42.3,36.0,42.2,25.3,79.74804352,17.14703824,0.334033212,0.34039575,45.89769997,7.155147691,208.0,748,18,2,8
"Los Alamos County, New Mexico",94.0,27.0,406.2,72741,17785.0,4.2,0.0,8,43.5,41.8,45.1,2.34,65.5,23.5,26.0,40.977034120734906,8.9,10.8,24.9,62.1,3.5,89.6,48.45377358490566,66.7,21.2,4.2,86.70494453,0.484976866,2.680286200625,2.737053347,59.63230466,5.543652919,114.5,890,31,3,3
"Butler County, Kansas",1192.5,126.0,453.5494221,60123,66741.0,11.3,209.76802446875,7,37.8,36.5,38.7,2.63,56.2,15.8,29.0,40.977034120734906,7.3,26.8,18.6,61.6,5.6,76.6,48.45377358490566,55.1,26.5,12.7,93.56654361,2.042607275,0.939599346,0.400956243,57.05104437,5.706172673,175.0,203,16,0,7
"Grays Harbor County, Washington",489.0,189.0,518.4,43205,71122.0,19.6,140.6034701,3,42.7,40.8,44.6,2.51,47.5,20.8,38.9,40.977034120734906,4.8,32.1,9.9,45.1,14.3,56.7,40.1,34.8,42.7,24.2,87.39131044,1.234965485,1.587812767,1.50940226,45.9899335,5.713875529,194.6,597,47,3,5
"Keweenaw County, Michigan",12.0,5.0,337.6,40411,2168.0,12.7,0.0,2,53.55000000000001,51.900000000000006,54.849999999999994,2.1,55.6,20.8,32.7,37.6,8.9,32.6,13.5,44.8,7.0,66.2,37.7,30.8,50.8,20.6,98.36214741,0.864422202,0.136487716,0.045495905,49.03846154,7.936507937,113.5,792,22,0,0
"Lauderdale County, Mississippi",397.0,149.0,438.8,38869,78524.0,21.7,0.0,1,37.5,35.1,39.8,2.56,42.8,17.9,34.9,40.977034120734906,6.2,30.9,12.1,52.2,9.6,58.4,45.3,37.4,37.9,23.2,54.46688045,24.78542709025,0.845525604,0.711494138,41.78310495,5.340297394,161.9,850,24,2,1
"O'Brien County, Iowa",97.0,41.0,459.7,55968,13984.0,10.3,0.0,7,44.0,40.5,47.0,2.28,61.6,20.7,21.4,40.977034120734906,2.4,37.7,13.7,64.6,2.8,73.8,56.3,46.2,35.1,16.4,94.79846722,0.510928186,0.844450752,2.39142776,57.01199201,7.056603774,176.1,1075,15,0,7
"Franklin County, Vermont",232.0,95.0,450.4,59184,48799.0,9.1,0.0,7,39.9,39.1,40.9,2.57,53.4,12.0,39.3,40.977034120734906,13.7,37.6,15.4,66.2,4.9,67.9,48.45377358490566,48.9,39.1,23.2,95.46862737,0.448180429,0.313932835,0.349043744,53.47605031,4.602473498,187.8,523,45,1,4
"Obion County, Tennessee",189.0,91.0,455.6,40683,30639.0,20.8,0.0,2,42.1,41.2,42.9,2.42,52.1,15.7,48.7,33.1,2.5,41.3,10.3,50.3,11.2,61.0,43.7,37.7,40.5,21.6,86.26361271,10.54964824,0.273057278,1.053679848,50.49348599,4.063986165,215.6,1077,42,2,1
"Marshall County, Mississippi",184.0,88.0,438.7,37554,35916.0,21.5,27.84274418,1,39.6,38.8,40.4,2.63,43.9,14.4,33.7,40.977034120734906,8.2,37.7,9.6,48.4,8.4,51.0,40.2,32.1,40.3,26.0,49.20159406,24.78542709025,0.08794833,2.077779305,43.94933618,3.7384301,213.6,927,24,2,1
"Brewster County, Texas",45.0,19.0,387.7,40179,9145.0,13.8,0.0,1,42.1,42.1,42.1,2.27,45.9,10.8,23.3,40.977034120734906,15.849999999999998,21.4,22.8,58.4,4.9,65.0,49.5,42.7,29.8,13.0,93.22144017,1.331889551,0.0,2.111532214,40.9689441,1.812688822,160.4,173,43,2,8
"Bradford County, Florida",147.0,72.0,434.4,39980,26928.0,22.6,0.0,1,39.6,36.8,44.9,2.72,39.5,27.5,32.8,40.977034120734906,6.3,37.0,7.8,41.0,12.4,57.4,48.45377358490566,35.4,38.7,20.6,77.59247695,20.04554972,0.404070088,0.139587849,45.24515393,2.467138524,209.9,163,9,2,6
"Greenwood County, South Carolina",383.0,155.0,468.5,38878,69838.0,22.1,209.76802446875,1,38.9,37.2,40.1,2.52,44.6,19.6,26.9,40.977034120734906,9.2,29.7,15.6,51.4,12.9,57.3,42.8,38.0,39.2,23.2,63.93200613,24.78542709025,0.736695762,1.679780998,43.55086301,4.631760644,182.4,608,40,2,6
"Wallace County, Kansas",1192.5,4.0,453.5494221,49109,1518.0,12.0,0.0,5,41.8,43.4,38.8,2.52,60.1,25.6,22.2,38.9,13.3,32.9,19.6,54.15264248704664,5.4,75.3,57.7,40.2,26.8,11.2,99.4984326,0.0,0.062695925,0.0,57.44,8.333333333,175.5,1560,16,0,7
"Multnomah County, Oregon",1192.5,329.875,459.5,53519,153227.875,18.6,209.76802446875,6,36.5,36.1,36.9,2.41,42.3,12.6,24.9,40.977034120734906,12.2,18.4,25.1,62.6,8.8,67.0,55.2,47.1,30.7,18.1,78.20248875,5.460829913,2.680286200625,3.06695054,39.73199772,4.640520349,177.1,1020,37,3,5
"Franklin County, Massachusetts",387.0,149.0,413.9,53953,70601.0,12.0,84.98463195,6,45.1,43.8,46.6,2.3,47.6,12.9,32.2,40.977034120734906,11.8,27.1,18.8,62.6,6.7,73.6,55.2,50.4,40.1,19.0,93.88423479,1.295963117,1.626279096,0.833520747,44.84802331,3.458753556,153.9,523,21,1,4
"Carroll County, Tennessee",181.0,81.0,475.2,36627,27910.0,20.8,0.0,0,42.6,40.6,44.4,2.45,50.4,9.6,34.5,40.977034120734906,6.8,41.4,8.7,46.5,11.5,60.1,42.2,36.0,44.0,25.1,86.68923923,10.37985398,0.225725673,0.610164709,49.5254298,4.483306836,207.8,237,42,2,1
"Union County, Iowa",73.0,31.0,431.6,44905,12469.0,12.8,209.76802446875,3,40.6,39.7,41.5,2.3,51.2,21.8,26.1,40.977034120734906,6.0,40.0,11.5,64.1,5.4,71.4,51.6,43.1,37.4,16.8,97.36779324,0.986083499,0.333996024,0.007952286,47.6859659,7.681053402,173.4,1523,15,0,7
"Wetzel County, West Virginia",120.0,50.0,514.6,40013,15816.0,18.5,0.0,1,46.0,44.6,47.2,2.46,51.4,19.8,52.5,40.977034120734906,3.2,48.7,6.0,41.7,8.1,63.5,42.7,39.7,44.6,21.3,98.44030451,0.117596088,0.470384354,0.0,51.70881226,6.161137441,202.6,1601,48,2,6
"Kootenai County, Idaho",777.0,291.0,475.2,49061,150346.0,12.9,209.76802446875,5,39.4,37.6,41.3,2.54,55.3,16.0,36.8,40.977034120734906,4.8,28.4,15.7,57.0,7.9,67.8,51.8,41.5,31.6,14.9,94.37488797,0.364711885,0.878342043,0.375053431,54.14650573,7.001795332,173.4,815,12,3,3
"Wabasha County, Minnesota",1192.5,48.0,453.5494221,58752,21239.0,7.3,188.332784,7,43.8,43.1,44.7,2.36,61.8,13.8,40.1,39.2,6.8,39.1,14.6,54.15264248704664,3.6,77.8,56.6,49.0,34.1,14.9,97.56793415,0.16837379,0.350778729,0.289977082,57.73483748,5.142332415,160.2,1550,23,0,7
"Wabaunsee County, Kansas",1192.5,14.0,453.5494221,59160,6951.0,9.6,0.0,7,42.1,41.9,43.0,2.59,61.2,10.8,40.7,40.977034120734906,3.1,38.9,16.1,60.9,6.2,80.9,63.5,55.2,25.7,9.3,96.39845648,0.22866943,0.242961269,0.171502072,60.19490255,4.111600587,150.3,1551,16,0,7
"Chester County, South Carolina",197.0,86.0,492.8,37537,32267.0,22.5,0.0,1,41.2,40.1,42.4,2.61,41.2,25.2,33.0,40.977034120734906,2.4,36.5,9.3,47.4,13.8,54.9,42.2,37.1,42.8,26.7,60.08416267,24.78542709025,0.07371913,0.122865217,41.38070246,6.686006354,215.6,282,40,2,6
"Vernon County, Wisconsin",160.0,70.0,415.9,46943,30506.0,18.0,0.0,4,42.3,41.8,42.9,2.54,58.6,25.6,40.4,40.977034120734906,2.2,38.1,13.5,57.8,4.0,63.6,48.45377358490566,42.4,33.2,16.5,97.29185244,0.501998084,0.48548499,0.67703689,56.98248001,7.467204844,168.0,1541,49,0,0
"Grant County, Kentucky",123.0,48.0,513.7,46226,24757.0,16.9,40.39261623,4,36.7,35.3,37.7,2.91,54.9,10.5,48.3,40.977034120734906,5.1,44.8,7.7,55.3,6.8,67.3,52.8,50.1,34.5,18.4,94.85610053,0.31617349,0.024321038,2.375354682,56.81681682,7.708225556,205.4,592,17,2,1
"Ellsworth County, Kansas",1192.5,15.0,453.5494221,46961,6343.0,12.4,0.0,4,44.2,41.1,48.8,2.08,51.0,20.9,27.9,40.977034120734906,8.4,32.2,15.2,51.7,4.3,78.3,54.9,44.6,31.7,13.2,90.28081123,3.83775351,0.327613105,1.700468019,51.06382979,7.773512476,149.6,479,16,0,7
"Tama County, Iowa",119.0,46.0,493.6,54957,17337.0,12.9,0.0,7,43.0,41.7,43.6,2.51,58.5,16.5,40.1,40.977034120734906,10.0,41.0,11.2,60.1,5.6,75.2,57.4,48.1,32.3,14.1,88.68356313,0.509182448,0.26317295,1.287258997,56.56848306,6.724330357,171.6,1454,15,0,7
"Lake County, Florida",1192.5,329.875,474.6,46895,153227.875,13.8,30.68661297,4,46.4,45.1,47.6,2.57,54.9,21.4,33.3,40.977034120734906,6.3,33.5,14.3,47.6,9.7,62.7,43.1,36.6,41.4,20.3,83.35592685,9.76168933,1.777106591,2.179926005,55.18108863,5.546022599,171.3,832,9,2,6
"Lincoln County, Montana",141.0,57.0,460.7,36734,19052.0,19.2,0.0,0,50.8,50.7,50.8,2.21,55.9,26.7,32.6,40.977034120734906,9.3,33.6,12.9,42.5,13.1,55.5,48.45377358490566,28.6,43.2,20.5,95.96111082,0.05171433,0.553343331,0.160314423,50.94274147,4.703476483,174.6,876,26,3,3
"Griggs County, North Dakota",22.0,11.0,535.5,51192,2314.0,9.5,209.76802446875,6,51.8,50.1,54.6,2.16,65.1,24.4,48.7,40.977034120734906,5.9,37.6,16.5,62.0,2.0,81.9,48.45377358490566,36.2,34.3,7.4,96.82267067,1.245169601,0.214684414,0.128810648,60.48309179,7.692307692,232.3,612,34,0,7
"Quitman County, Georgia",20.0,10.0,527.2,29477,2302.0,29.5,0.0,9,49.2,46.8,52.2,2.29,40.2,11.8,53.9,40.977034120734906,0.0,40.7,6.3,38.9,11.2,48.8,26.7,24.7,53.6,27.8,49.61306965,24.78542709025,0.386930353,0.0,38.52216749,8.61618799,250.0,1218,10,2,6
"Bath County, Virginia",31.0,14.0,419.3,43852,4470.0,11.5,0.0,3,48.3,45.8,49.4,2.1,55.1,5.7,48.2,40.977034120734906,0.9,38.9,12.6,60.7,6.0,74.8,46.6,38.0,31.5,9.8,94.04320314,3.425703688,0.0,0.130918612,47.34389562,8.043694141,173.0,101,46,2,6
"Roseau County, Minnesota",1192.5,30.0,453.5494221,53838,15770.0,9.2,0.0,6,41.2,41.1,41.3,2.44,59.7,18.9,40.7,36.8,3.6,37.3,14.2,69.1,2.7,80.4,62.6,55.1,29.6,12.5,93.61511367,0.685238553,2.670509126,0.236951649,56.07787274,6.330669945,158.2,1279,23,0,7
"Pulaski County, Arkansas",1192.5,329.875,472.3,45698,153227.875,16.1,209.76802446875,4,36.4,34.8,37.9,2.49,43.5,13.0,31.0,40.977034120734906,11.5,27.0,20.7,54.15264248704664,7.5,64.2,50.8,43.6,33.7,19.7,58.6265536,24.78542709025,2.088546162,1.112781493,40.67557054,5.116648446,182.7,1213,3,2,8
"Chickasaw County, Iowa",81.0,31.0,467.7,50788,12097.0,9.8,209.76802446875,5,44.1,42.7,45.2,2.27,60.7,17.8,32.4,40.977034120734906,10.0,43.2,11.2,63.6,3.8,75.7,56.9,45.4,34.8,15.3,98.08069258,0.547206795,0.563541326,0.187847109,54.17921687,8.382476832,161.9,285,15,0,7
"Morgan County, Illinois",221.0,89.0,486.5,46406,34828.0,15.1,0.0,4,41.0,39.1,43.8,2.29,48.8,10.3,35.2,40.977034120734906,4.1,41.4,14.0,55.8,8.3,69.5,48.45377358490566,45.1,37.0,19.4,91.17538216,5.986506875,0.552250278,0.116712688,49.07775769,4.011231448,187.8,1011,13,0,0
"El Paso County, Texas",1192.5,329.875,380.9,40081,153227.875,23.4,51.46045982,1,31.6,29.7,33.4,3.0199999999999996,47.0,14.7,30.4,40.977034120734906,5.5,24.5,14.7,52.9,8.4,47.3,39.1,29.3,33.8,23.3,82.82266167,3.532809125,1.098791354,5.051674124625,50.15446127,5.625701056,142.9,473,43,2,8
