Geography,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,City,State,Region,Division
"Summit County, Utah",0.1146228402865571,0.08871892925430211,1.0280433524280954,0.25462130215856255,0.12141652613827994,0.12028286515020709,0.5087999999999998,8,0.5220338983050845,0.4946236559139784,0.9099369558691085,0.8707926167209554,0.40745672436751007,0.6003460207612457,1.0,0.9337539432176658,0.17429193899782136,1.029598308668076,0.8971332209106239,0.17948717948717952,0.8414285714285714,0.9861495844875348,0.8587257617728531,0.04935622317596569,0.12746585735963578,0.9432241679276228,0.02147137719524494,0.7293168589772903,0.2394710601190653,0.9317871079936877,0.44183641481843433,0.21082151105245792,0.626272877972868,249,39,3,3
"Quay County, New Mexico",0.04214075010535187,0.0734225621414914,0.12832079200015967,0.050039739466580704,0.6981450252951097,0.0,0.7487999999999998,9,0.7220338983050847,0.7956989247311829,0.8565662630508023,0.4755700325732899,0.9241011984021307,0.6280276816608995,1.0,0.2586750788643533,0.6819172113289759,0.2790697674418604,0.40472175379426645,0.2948717948717949,0.46428571428571425,0.6048711650028749,0.2917820867959372,0.8583690987124462,0.7071320182094081,0.8886168677907396,0.0890605593747602,0.2359185637908933,0.8307159894862614,0.4399123733545488,0.43340848531675086,0.43187066974595845,0.5721438478974256,210,26,3,3
"Benewah County, Idaho",0.046354825115887066,0.07648183556405352,0.4717869902796352,0.05395709121868518,0.4215851602023609,0.0,0.7391999999999997,4,0.7796610169491525,0.7127496159754224,0.8098669068347846,0.6340933767643864,0.42077230359520645,0.9256055363321798,1.0,0.12618296529968456,0.7254901960784312,0.2325581395348837,0.5345699831365935,0.6217948717948718,0.48428571428571426,0.456140350877193,0.3785780240073868,0.5665236051502145,0.5553869499241273,0.8528384795853965,0.01908990336447043,0.20116229933738924,0.02613831588153004,0.5746974923571164,0.5429138759205854,0.5361266908611019,0.7242464224094186,14,7,3,3
"Sullivan County, New York",0.37505267593763175,0.5108986615678777,0.524300912157442,0.48588285182551383,0.44182124789207433,0.0,0.6367999999999999,5,0.6474576271186441,0.6328725038402457,0.8398879215450817,0.48642779587404994,0.5406125166444741,0.5069204152249135,1.0,0.5299684542586752,0.5773420479302832,0.41437632135306546,0.5834738617200674,0.7115384615384616,0.5700000000000001,0.6048711650028749,0.5300092336103416,0.6480686695278969,0.6403641881638845,0.7910277459984121,0.3467465671140595,0.6100116825653703,0.8307159894862614,0.5086239441148177,0.5884804548990089,0.39293962388650616,0.7388612605297881,248,27,1,2
"Oklahoma County, Oklahoma",0.9334176148335441,1.0738049713193116,0.5106884094129859,1.108948474849306,0.49578414839797647,0.9618570674009376,0.3807999999999999,5,0.35932203389830497,0.4055299539170506,0.8365522532439374,0.512486427795874,0.4553928095872171,0.5121107266435986,1.0,0.6182965299684544,0.3877995642701525,0.7315010570824524,0.7284991568296796,0.35897435897435903,0.56,0.613111726685134,0.5263157894736842,0.4334763948497853,0.48861911987860385,0.6536327501747146,0.596873525161869,0.980500419092255,0.6467461685768437,0.4606442721671219,0.6905720358175022,0.41702408446057404,0.6852735207551001,185,31,2,8
"Murray County, Georgia",0.14327855035819637,0.22638623326959847,0.36598071894772566,0.25417510463905985,0.5227655986509275,0.0,0.4768,2,0.4745762711864405,0.4915514592933946,0.9099369558691085,0.6796959826275786,0.6604527296937418,0.5899653979238754,1.0,0.1324921135646688,0.6383442265795206,0.16490486257928116,0.5952782462057334,0.6858974358974359,0.44142857142857145,0.5318559556786704,0.5189289012003693,0.484978540772532,0.5614567526555386,0.9451987907744062,0.036966092884492575,0.16097576814721884,0.42955971257569686,0.7306813782812251,0.41532576742851185,0.4760805014846585,0.681213843499442,175,6,2,6
"Hopkins County, Kentucky",0.2359882005899705,0.34875717017208413,0.3959402007943954,0.2978565294527273,0.4620573355817875,0.9618570674009376,0.5919999999999997,2,0.5728813559322032,0.61136712749616,0.8098669068347846,0.6644951140065147,0.4553928095872171,0.6643598615916954,1.0,0.3154574132492114,0.6971677559912853,0.2536997885835095,0.5851602023608767,0.4038461538461539,0.622857142857143,0.6611265004616806,0.6038781163434903,0.5085836909871243,0.49165402124430946,0.8900979392678297,0.23981574573464598,0.17644951792451086,0.09617275956731765,0.6547198870068645,0.49621172740671554,0.45199604091059054,0.7878480327480634,113,12,2,1
"Jerome County, Idaho",0.07248209018120523,0.08565965583173996,0.4764974751002975,0.14425959509215538,0.4215851602023609,0.0,0.3136,4,0.31864406779661025,0.31336405529953915,0.9766503218919913,0.7991313789359391,0.7083888149134488,0.6816608996539791,1.0,0.10094637223974766,0.4509803921568627,0.3340380549682875,0.7133220910623944,0.39743589743589747,0.4071428571428571,0.6048711650028749,0.34533702677747,0.45922746781115875,0.558421851289833,0.9082220885652268,0.0033840087037674688,0.2091687618543384,0.8307159894862614,0.8184377531473341,0.906236403557332,0.2900032992411745,0.6495483609053082,121,7,3,3
"Marlboro County, South Carolina",0.1306363253265908,0.2141491395793499,0.17025608271291992,0.174968483199105,0.9510961214165262,0.0,0.5471999999999998,9,0.48474576271186454,0.6451612903225806,0.8265452483405051,0.3365906623235614,0.6684420772303596,0.6003460207612457,1.0,0.06309148264984228,0.7298474945533768,0.12684989429175475,0.40640809443507586,0.9679487179487181,0.39285714285714285,0.6048711650028749,0.3527239150507848,0.7746781115879826,0.8163884673748102,0.34632698116184435,1.1416166493104638,0.09996101309536436,0.24821175496807793,0.4163632886389217,0.6826441375620246,0.5654899373144177,0.7940728712067392,153,35,2,6
"Howard County, Iowa",0.04551201011378003,0.06424474187380497,0.5428434562184388,0.05630618992430226,0.300168634064081,0.0,0.6367999999999999,5,0.6542372881355931,0.6205837173579108,0.7898528970279197,0.7339847991313788,0.5565912117177098,0.45328719723183386,1.0,0.220820189274448,0.7952069716775598,0.22832980972515854,0.7740303541315344,0.19230769230769235,0.7442857142857144,0.7128347183748847,0.5632502308402585,0.5343347639484978,0.38239757207890734,0.980529440207973,0.01317395148411407,0.0825256392203271,0.02085045064299727,0.6977024212167606,0.7198604996136807,0.350049488617618,0.7150444872965934,116,10,0,7
"Laurens County, Georgia",0.20817530552043828,0.2906309751434034,0.26280912556635605,0.3077581773487501,0.748735244519393,0.2996273362404829,0.5183999999999999,0,0.4983050847457626,0.5345622119815668,0.8765802728576672,0.4755700325732899,0.6471371504660454,0.7145328719723182,1.0,0.23974763406940067,0.7864923747276688,0.21987315010570824,0.4704890387858347,0.39743589743589747,0.5014285714285713,0.5207756232686982,0.48938134810710976,0.5965665236051501,0.6130500758725341,0.5693459381917241,1.1416166493104638,0.3926818288116299,0.06448826764418085,0.5060543740455499,0.4904930392156006,0.3629165291982843,0.6776954565445382,133,6,2,6
"Gasconade County, Missouri",0.08343868520859671,0.12237093690248566,0.4276361749266482,0.09205448531034104,0.3473861720067454,0.0,0.7455999999999997,3,0.7627118644067794,0.7649769585253458,0.7765102238233431,0.7274701411509228,0.23435419440745678,0.6660899653979238,1.0,0.4731861198738171,0.7777777777777778,0.32980972515856233,0.6172006745362563,0.3653846153846154,0.6785714285714286,0.7128347183748847,0.6223453370267774,0.5150214592274678,0.46433990895295896,0.9749691402959173,0.01781412272591775,0.1073258154046838,0.011918568481388229,0.7044785483194116,0.7169282776117238,0.39953810623556585,0.7569944856050613,93,20,0,7
"Cole County, Missouri",0.3118415507796039,0.4160611854684512,0.5837208838146944,0.49797611694968225,0.3406408094435076,0.9618570674009376,0.5023999999999998,6,0.48813559322033884,0.5253456221198157,0.8065312385336403,0.5689467969598261,0.49800266311584557,0.5173010380622837,1.0,0.46056782334384866,0.514161220043573,0.7822410147991542,0.699831365935919,0.2884615384615385,0.76,0.8365650969529088,0.7922437673130193,0.351931330472103,0.3186646433990895,0.8127526669852079,0.4689222153679164,0.42412057814382836,0.34633510334158296,0.5776401715221096,0.6750584258019198,0.35928736390630156,0.6963699719205659,50,20,0,7
"Calhoun County, Georgia",0.022756005056890013,0.027533460803059275,0.16207261332109146,0.037073764488090875,0.9747048903878582,0.0,0.5087999999999998,9,0.47796610169491527,0.5837173579109062,0.7031255211981721,0.2280130293159609,0.9613848202396805,0.7975778546712802,0.3158481926684048,0.0,0.6775599128540305,0.14799154334038056,0.3288364249578415,0.467948717948718,0.3271428571428571,0.3453370267774701,0.3213296398891966,0.669527896995708,0.69195751138088,0.26448087494553185,1.1416166493104638,0.21848652239579713,0.6436790200201957,0.28852780788371835,0.7742929292074004,0.34015176509402845,0.7775635170337295,34,6,2,6
"Somerset County, Maryland",0.12220817530552044,0.18661567877629062,0.31408554719466686,0.1636429402776103,0.7521079258010119,0.0,0.4703999999999998,1,0.4677966101694915,0.500768049155146,0.7464892091130458,0.19978284473398467,0.33555259653794944,0.4256055363321799,1.0,0.07570977917981074,0.7777777777777778,0.2790697674418604,0.6164020655488471,0.5,0.48428571428571426,0.47830101569713773,0.43951985226223445,0.7639484978540771,0.8558421851289832,0.47377353439577713,1.1416166493104638,0.3949229536581479,0.2880164717885491,0.3395324161266018,0.5666738711202944,0.5173210161662818,0.8406238370716196,236,15,2,6
"Northumberland County, Pennsylvania",0.517488411293721,0.7495219885277247,0.35506277319813984,0.606415237645291,0.4283305227655988,0.0,0.9615999999999995,2,0.6508474576271186,0.7342549923195086,0.74982487741419,0.5928338762214982,0.5858854860186419,0.6955017301038062,1.0,0.49842271293375406,0.932461873638344,0.2917547568710359,0.5919055649241146,0.43589743589743596,0.7071428571428571,0.6048711650028749,0.6094182825484764,0.5536480686695278,0.40667678300455234,0.9469900928515651,0.11519417824045255,0.12938408402771873,0.07349106253514703,0.5708946159594259,0.6094959765686809,0.38865061035961734,0.7318244866199805,181,33,1,2
"Dodge County, Nebraska",0.19384745048461863,0.27839388145315486,0.5469551505957966,0.23541512363526307,0.3271500843170321,0.12987442909373717,0.5471999999999998,5,0.5389830508474576,0.5560675883256528,0.7831815604256315,0.7100977198697067,0.43408788282290284,0.5519031141868511,1.0,0.5236593059936909,0.6383442265795206,0.4608879492600423,0.7774030354131535,0.30128205128205127,0.72,0.7313019390581719,0.6408125577100646,0.42060085836909866,0.3368740515933232,0.9535163815591228,0.01977489991257021,0.21537380779164234,0.06198701287432018,0.669069259497163,0.7700470847759897,0.38997030682942924,0.7745864203795801,71,22,0,7
"Greene County, Missouri",0.9334176148335441,1.0738049713193116,0.35420450689606997,1.108948474849306,0.5868465430016865,0.9618570674009376,0.42559999999999987,2,0.4101694915254237,0.45775729646697394,0.7631675506187666,0.5276872964169381,0.21837549933422104,0.3996539792387543,1.0,0.6182965299684544,0.4444444444444444,0.6976744186046511,0.6964586846543,0.4102564102564103,0.647142857142857,0.7146814404432134,0.6168051708217912,0.39270386266094415,0.40364188163884673,0.9002010766159283,0.12677754857958776,0.6602789346105373,0.1440589398774851,0.4959387391042447,0.5808478340485291,0.3757835697789508,0.6314151358300352,103,20,0,7
"Monroe County, Arkansas",0.046354825115887066,0.07648183556405352,0.16051575816849972,0.0431105544578331,0.839797639123103,0.0,0.7327999999999998,9,0.7220338983050847,0.7557603686635944,0.74982487741419,0.4256243213897938,0.7030625832223703,0.6418685121107266,0.8058556691446215,0.1324921135646688,0.7342047930283224,0.21987315010570824,0.460370994940978,0.794871794871795,0.2871428571428571,0.20313942751615888,0.16435826408125576,0.9613733905579398,0.9377845220030349,0.5091201978212123,1.1416166493104638,0.20316308007444248,0.23098503886305602,0.34130823723011605,1.043440954085574,0.5615308479049819,0.8498257721844448,170,1,2,8
"Buena Vista County, Iowa",0.0809102402022756,0.1101338432122371,0.5604478952515918,0.1290298238750122,0.3102866779089377,0.0,0.4351999999999997,5,0.41694915254237297,0.4485407066052226,0.8432235898462257,0.6514657980456027,0.4127829560585886,0.38754325259515565,1.0,0.14511041009463724,0.5119825708061002,0.41437632135306546,0.8431703204047215,0.21153846153846156,0.6914285714285715,0.6048711650028749,0.6389658356417358,0.43133047210300424,0.4188163884673747,0.7884386186883192,0.11607895064805117,0.980500419092255,0.8307159894862614,0.6590979656255953,0.7331206281094923,0.2949521610029693,0.6089515883487265,29,10,0,7
"Swain County, North Carolina",0.07332490518331226,0.1101338432122371,0.24247021017544568,0.08927231254167722,0.5430016863406409,0.0,0.5887999999999999,0,0.5999999999999999,0.5837173579109062,0.8532305947496582,0.5732899022801303,0.3701731025299601,0.602076124567474,1.0,0.27760252365930604,0.5163398692810457,0.34672304439746293,0.536256323777403,0.467948717948718,0.4228571428571429,0.3988919667590028,0.3176361957525392,0.6051502145922746,0.6069802731411229,0.6061640526947871,0.06153214985752409,0.19757174583688777,0.0936449193533672,0.5994265283448985,0.5931838996094981,0.513361926756846,0.8533441591393488,252,28,2,6
"Pennington County, South Dakota",0.41129372102823436,0.5629063097514341,0.5137422406738389,0.7078333091369605,0.3676222596964587,0.9618570674009376,0.4735999999999999,5,0.45423728813559316,0.5038402457757297,0.8132025751359285,0.5819761129207384,0.3435419440745673,0.5363321799307957,1.0,0.35962145110410104,0.44880174291939,0.6807610993657505,0.7925801011804382,0.28205128205128205,0.6685714285714284,0.6500461680517082,0.49307479224376727,0.465665236051502,0.3975720789074354,0.8102980416390269,0.05176160541145872,0.40339291555800255,0.12334233100324012,0.5702293292868423,0.6219217344122773,0.3299241174529858,0.6527961027098347,194,36,0,7
"Dallas County, Alabama",0.20733249051833122,0.32122370936902483,0.07908025787908424,0.2644507710440776,0.9747048903878582,0.0,0.5247999999999998,9,0.4677966101694915,0.543778801843318,0.8365522532439374,0.22366992399565688,0.47137150466045274,0.621107266435986,1.0,0.19558359621451107,0.5904139433551198,0.241014799154334,0.43676222596964587,1.0256410256410258,0.3685714285714286,0.33425669436749766,0.2770083102493075,0.8412017167381973,0.9165402124430954,0.20567218393732511,1.1416166493104638,0.12745078974041776,0.03193263777915895,0.18266891808731367,0.8995775666662049,0.5202903332233586,0.8184309347406883,61,0,2,1
"Newton County, Mississippi",0.09270965023177413,0.13766730401529637,0.25039420370850884,0.13725823107289997,0.6441821247892076,0.0,0.4928,0,0.4983050847457626,0.4915514592933946,0.8632375996530905,0.5602605863192183,0.4766977363515313,0.5190311418685121,1.0,0.36593059936908523,0.49237472766884527,0.3424947145877378,0.5413153456998313,0.6538461538461539,0.5128571428571429,0.5244690674053556,0.45798707294552155,0.5836909871244634,0.5766312594840667,0.5906147144724694,1.1416166493104638,0.09472463050430852,0.037465361646630266,0.5775533947015881,0.47753536628509,0.41438469152095025,0.6944754558679253,180,19,2,1
"Torrance County, New Mexico",0.08596713021491782,0.08871892925430211,0.29282848645735615,0.09616868890928493,0.8229342327150087,0.3078573326108648,0.6719999999999996,0,0.7016949152542373,0.6513056835637482,0.9299509656759734,0.5646036916395223,0.85219707057257,0.5346020761245673,1.0,0.14511041009463724,0.5816993464052288,0.3340380549682875,0.40472175379426645,0.6923076923076923,0.2814285714285714,0.26592797783933525,0.20867959372114497,0.8776824034334763,0.9893778452200302,0.8834655036747878,0.05115501199084689,0.009413851772290715,0.5718981493515205,0.6289668272354236,0.3187222613275595,0.3451006268558232,0.9667444771474004,258,26,3,3
"Pawnee County, Kansas",0.9334176148335441,0.045889101338432124,0.4932236881499372,0.03942942492193594,0.360876897133221,0.6971586421255838,0.6655999999999999,4,0.6474576271186441,0.7956989247311829,0.7665032189199107,0.501628664495114,0.6924101198402132,0.40138408304498263,1.0,0.07570977917981074,0.4466230936819172,0.43128964059196606,0.5733558178752107,0.09615384615384616,0.7214285714285715,0.692520775623269,0.5281625115420129,0.46351931330472085,0.38239757207890734,0.8959094742325748,0.1955723738529739,0.0,0.32080549794377367,0.5203637958730607,0.1196473762069513,0.40514681623226656,0.6827008277681926,192,11,0,7
"Stark County, North Dakota",0.1011378002528445,0.12237093690248566,1.0280433524280954,0.20554613674149497,0.148397976391231,0.14826058327413547,0.40639999999999976,8,0.40000000000000013,0.42089093701996927,0.8065312385336403,0.7100977198697067,0.3462050599201066,0.4636678200692041,1.0,0.6309148264984228,0.5010893246187363,0.6342494714587736,0.9072512647554806,0.15384615384615385,0.8714285714285714,0.9658356417359188,0.7830101569713758,0.18025751072961374,0.10015174506828528,0.9178860768157429,0.044957615373847515,0.4691700944872114,0.36509643050993734,0.6767877639666671,1.0962761723961396,0.23787528868360278,0.6073277174464632,243,29,0,7
"Bosque County, Texas",0.08512431521281079,0.15908221797323135,0.434262789165885,0.11195620702580646,0.3979763912310288,0.0,0.7583999999999996,3,0.7762711864406777,0.7496159754224271,0.8332165849427934,0.7535287730727469,0.43408788282290284,0.6522491349480969,1.0,0.2523659305993691,0.5925925925925926,0.3805496828752642,0.5379426644182124,0.48076923076923084,0.5371428571428571,0.6048711650028749,0.39704524469067404,0.53862660944206,0.43399089529590273,0.9350605485227457,0.06039258635929771,0.16608735622941886,0.3051210693671616,0.7778251714068531,0.320927649183966,0.43220059386341136,0.5193680435738693,23,38,2,8
"Scott County, Arkansas",0.04551201011378003,0.08260038240917783,0.21081415540607973,0.06354377615976496,0.6913996627318719,0.0,0.6079999999999998,9,0.5999999999999999,0.6328725038402457,0.8799159411588113,0.7318132464712268,0.27962716378162455,0.745674740484429,1.0,0.07570977917981074,0.6993464052287581,0.18604651162790697,0.5446880269814501,0.6730769230769231,0.4928571428571428,0.4432132963988921,0.37303785780240073,0.7167381974248926,0.6707132018209407,0.8829055628406455,0.0066810781753742915,0.980500419092255,0.5062673555155045,0.7767890183480906,0.3649965361041725,0.48729792147806006,0.5648364288372408,231,1,2,8
"New Madrid County, Missouri",0.08343868520859671,0.16520076481835563,0.23933654018881867,0.11403627487407633,0.6779089376053964,0.0,0.5823999999999997,0,0.5525423728813559,0.6082949308755762,0.8232095800393611,0.5276872964169381,0.43408788282290284,0.991349480968858,1.0,0.08832807570977919,0.7363834422657951,0.18181818181818177,0.5480607082630691,0.5384615384615385,0.3714285714285714,0.4099722991689751,0.3582640812557709,0.688841201716738,0.7162367223065249,0.7935673026167709,0.6519483421109373,0.034450090806895435,0.051609367027282964,0.4911041361203632,0.5519702815017542,0.5608709996700758,0.641699651544369,178,20,0,7
"Dimmit County, Texas",0.026127265065318164,0.045889101338432124,0.2837468314005709,0.06660810324223194,0.7352445193929175,0.0,0.39359999999999984,0,0.4305084745762713,0.3717357910906297,0.9799859901931353,0.2931596091205212,0.6790945406125167,0.7076124567474047,1.0,0.0,0.485838779956427,0.19873150105708243,0.6164020655488471,0.6346153846153847,0.23714285714285716,0.32871652816251157,0.3231763619575253,0.6244635193133046,0.8437025796661607,0.9478760874108434,0.018507471924114952,0.08033301964163077,0.7560878553866601,0.32377604840970076,0.2711955194487886,0.2913229957109864,0.343719340979059,68,38,2,8
"Red River Parish, Louisiana",0.03371260008428151,0.045889101338432124,0.2132093171792978,0.050945257962042044,0.7453625632377742,0.0,0.5599999999999997,9,0.48813559322033884,0.5929339477726575,0.8398879215450817,0.4581976112920738,0.5059920106524635,0.6470588235294117,1.0,0.19558359621451107,0.8017429193899781,0.26215644820295975,0.49578414839797635,0.5641025641025641,0.41571428571428565,0.46722068328716543,0.40073868882733144,0.6459227467811157,0.7101669195751137,0.539979259259731,1.1416166493104638,0.029550366666638447,0.08287287395662667,0.4274342737514869,1.0962761723961396,0.37116463213460904,0.6235664264690958,215,13,2,8
"Schuyler County, Missouri",0.013485040033712599,0.030592734225621414,0.23959601604758396,0.023668153718326333,0.5059021922428332,0.0,0.6079999999999998,0,0.5627118644067797,0.6021505376344086,0.8332165849427934,0.7535287730727469,0.7616511318242345,0.4896193771626297,1.0,0.3154574132492114,0.8366013071895424,0.22832980972515854,0.6290050590219224,0.4487179487179488,0.5085714285714285,0.4450600184672207,0.3951985226223452,0.5772532188841201,0.48861911987860385,0.977703157334102,0.01285206015777342,0.10186880152437901,0.0,0.7470801591353022,0.80264410018584,0.4915869350049489,0.45278933658107534,230,20,0,7
"Fayette County, Georgia",0.4618626211546566,0.5047801147227533,1.0280433524280954,0.7210355063316577,0.12478920741989885,0.34446742382685974,0.6719999999999996,8,0.6644067796610169,0.6728110599078342,0.9266152973748291,0.8013029315960911,0.5299600532623169,0.46539792387543244,1.0,0.8201892744479496,0.30501089324618735,1.029598308668076,0.6779089376053962,0.46153846153846156,0.8300000000000001,0.9067405355493998,0.7645429362880886,0.27467811158798283,0.22154779969650987,0.6768166901734796,0.8403821347986263,0.980500419092255,0.24303609926365521,0.9662435939112546,0.3725456759732939,0.26756845925437156,0.687709327108495,86,6,2,6
